Sentence,Sentiment
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0
AstraZeneca chases Acerta to secure next cancer drug winner,1
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",1
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,1
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,1
Warren Buffett defends Berkshire Hathaway's conglomerate structure,1
Short more $FAZ for all who don't know that means markets will tank now :-p,0
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",1
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,1
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,1
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",0
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,1
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",1
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",1
Through this transaction we are able to participate in developing the industry .,1
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",1
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0
Sanoma Magazines ' net sales are estimated to grow in 2006 .,1
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",1
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",0
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",1
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,1
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0
$TSLA is now up 57% from its February low. Amazing rebound.,1
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",1
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",1
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0
$renn topping tail 5 min. chart at 7.31 short from here.,0
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,0
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",1
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",1
Cargo volume grew by 7 % .,1
The estimated synergy benefits are at least EUR7m annually .,1
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
Sainsbury sells unit to LloydsPharmacy,1
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,1
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",1
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,1
Metso estimates the need for personnel reductions to amount to 25 people .,0
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",1
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í .",1
Market Report: Aviva tops the market as traders approve of its choice of Friends,1
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,0
$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",1
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,1
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,0
Primark racks up a happy Christmas after strong sales,1
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,0
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",1
Bilfinger Industrial Services win Â£100m BP contract extension,1
longed $AMZN 300 @ 189.82,1
This combined with foreign investments creates interesting opportunities for Solteq .,1
Diageo receives reports from United Spirits on financial irregularities involving ...,0
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,1
Anheuser-Busch InBev Increases Offer for Rival SABMiller,1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",1
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,1
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",1
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,1
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,0
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,1
Credit Suisse poaches Prudential's Thiam for Asian push,1
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,0
"News FeedSchroders books solid earnings growth, several board changes",1
$SBUX inverted head & shoulders pattern in the works. bullish.,1
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",0
Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,1
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,1
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",1
"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",1
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",1
$GPS Gap September Comparable Store Sales -4%,0
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",1
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,1
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',1
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,0
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",0
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,0
The company 's market share is continued to increase further .,1
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",0
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,1
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,1
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",1
"BHP Billiton slashes dividend, posts $5.67 billion net loss",0
"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",1
$GOOGL gets an upgrade price target $970,1
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",1
`` Stonesoft sees great promise in the future of IPv6 .,1
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,1
$BWLD bearish engulfing candle,0
Strong growth has continued also in China .,1
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,1
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",1
